,Spanish,English,Audio
0,El sol caliente ayuda a secar la ropa mojada.,The hot sun helps to dry the wet clothes.,./Sentences/Common Verbs 1 - 100/audio/0_Common Verbs 1 - 100_audio.mp3
1,No debes pisar el césped recién cortado.,You should not step on the freshly cut grass.,./Sentences/Common Verbs 1 - 100/audio/1_Common Verbs 1 - 100_audio.mp3
2,Voy a enviar un regalo de cumpleaños a mi amigo.,I am going to send a birthday gift to my friend.,./Sentences/Common Verbs 1 - 100/audio/2_Common Verbs 1 - 100_audio.mp3
3,Los ladrones serán castigados por sus crímenes.,The thieves will be punished for their crimes.,./Sentences/Common Verbs 1 - 100/audio/3_Common Verbs 1 - 100_audio.mp3
4,"El café se acabó, necesitamos comprar más.","The coffee ran out, we need to buy more.",./Sentences/Common Verbs 1 - 100/audio/4_Common Verbs 1 - 100_audio.mp3
5,Empezar un nuevo proyecto puede ser emocionante.,Starting a new project can be exciting.,./Sentences/Common Verbs 1 - 100/audio/5_Common Verbs 1 - 100_audio.mp3
6,La niña pequeña comenzó a llorar cuando se lastimó.,The little girl started crying when she got hurt.,./Sentences/Common Verbs 1 - 100/audio/6_Common Verbs 1 - 100_audio.mp3
7,Voy a deshacer el nudo en esta cuerda.,I am going to untie the knot in this rope.,./Sentences/Common Verbs 1 - 100/audio/7_Common Verbs 1 - 100_audio.mp3
8,"Por favor, aprieta el botón para encender la luz.",Please press the button to turn on the light.,./Sentences/Common Verbs 1 - 100/audio/8_Common Verbs 1 - 100_audio.mp3
9,Siempre sonríe cuando ve a su abuela.,She always smiles when she sees her grandmother.,./Sentences/Common Verbs 1 - 100/audio/9_Common Verbs 1 - 100_audio.mp3
10,Te acompañaré al aeropuerto para despedirte.,I will accompany you to the airport to say goodbye.,./Sentences/Common Verbs 1 - 100/audio/10_Common Verbs 1 - 100_audio.mp3
11,Me gusta desayunarme con un buen café por las mañanas.,I like to have breakfast with a good coffee in the mornings.,./Sentences/Common Verbs 1 - 100/audio/11_Common Verbs 1 - 100_audio.mp3
12,El avión va a aterrizar en diez minutos.,The plane is going to land in ten minutes.,./Sentences/Common Verbs 1 - 100/audio/12_Common Verbs 1 - 100_audio.mp3
13,El fotógrafo logró capturar la belleza del paisaje.,The photographer managed to capture the beauty of the landscape.,./Sentences/Common Verbs 1 - 100/audio/13_Common Verbs 1 - 100_audio.mp3
14,No gastes todo tu dinero en cosas innecesarias.,Don't spend all your money on unnecessary things.,./Sentences/Common Verbs 1 - 100/audio/14_Common Verbs 1 - 100_audio.mp3
15,Voy a buscar las llaves antes de salir de casa.,I am going to look for the keys before leaving the house.,./Sentences/Common Verbs 1 - 100/audio/15_Common Verbs 1 - 100_audio.mp3
16,Me gusta despertarme temprano para disfrutar del amanecer.,I like to wake up early to enjoy the sunrise.,./Sentences/Common Verbs 1 - 100/audio/16_Common Verbs 1 - 100_audio.mp3
17,El perro comenzó a temblar durante la tormenta.,The dog started trembling during the storm.,./Sentences/Common Verbs 1 - 100/audio/17_Common Verbs 1 - 100_audio.mp3
18,Voy a pulir esta mesa de madera para que brille.,I am going to polish this wooden table to make it shine.,./Sentences/Common Verbs 1 - 100/audio/18_Common Verbs 1 - 100_audio.mp3
19,Las abejas empiezan a zumbar cuando se acerca la colmena.,The bees start buzzing when the hive is approached.,./Sentences/Common Verbs 1 - 100/audio/19_Common Verbs 1 - 100_audio.mp3
20,Sé que la respuesta está en algún lugar.,I know the answer is somewhere.,./Sentences/Common Verbs 1 - 100/audio/20_Common Verbs 1 - 100_audio.mp3
21,Votar es un derecho fundamental en una democracia.,Voting is a fundamental right in a democracy.,./Sentences/Common Verbs 1 - 100/audio/21_Common Verbs 1 - 100_audio.mp3
22,La teoría se basa en principios científicos.,The theory is based on scientific principles.,./Sentences/Common Verbs 1 - 100/audio/22_Common Verbs 1 - 100_audio.mp3
23,Me asusté cuando vi la película de terror.,I got scared when I watched the horror movie.,./Sentences/Common Verbs 1 - 100/audio/23_Common Verbs 1 - 100_audio.mp3
24,Nos reímos mucho durante la fiesta.,We laughed a lot during the party.,./Sentences/Common Verbs 1 - 100/audio/24_Common Verbs 1 - 100_audio.mp3
25,"Por favor, explícame cómo funciona este aparato.",Please explain to me how this device works.,./Sentences/Common Verbs 1 - 100/audio/25_Common Verbs 1 - 100_audio.mp3
26,Es importante saber cómo defenderse en situaciones peligrosas.,It's important to know how to defend oneself in dangerous situations.,./Sentences/Common Verbs 1 - 100/audio/26_Common Verbs 1 - 100_audio.mp3
27,El activista luchó por liberar a los prisioneros políticos.,The activist fought to free the political prisoners.,./Sentences/Common Verbs 1 - 100/audio/27_Common Verbs 1 - 100_audio.mp3
28,Suelta el globo para que pueda volar.,Let go of the balloon so it can fly.,./Sentences/Common Verbs 1 - 100/audio/28_Common Verbs 1 - 100_audio.mp3
29,Me encanta comer sushi los viernes.,I love eating sushi on Fridays.,./Sentences/Common Verbs 1 - 100/audio/29_Common Verbs 1 - 100_audio.mp3
30,Ella describió el paisaje con gran detalle.,She described the landscape in great detail.,./Sentences/Common Verbs 1 - 100/audio/30_Common Verbs 1 - 100_audio.mp3
31,Espero alcanzar mis metas profesionales este año.,I hope to achieve my professional goals this year.,./Sentences/Common Verbs 1 - 100/audio/31_Common Verbs 1 - 100_audio.mp3
32,Sacar conclusiones apresuradas puede ser perjudicial.,Jumping to conclusions can be harmful.,./Sentences/Common Verbs 1 - 100/audio/32_Common Verbs 1 - 100_audio.mp3
33,Aprender a manejar un automóvil es una habilidad útil.,Learning to drive a car is a useful skill.,./Sentences/Common Verbs 1 - 100/audio/33_Common Verbs 1 - 100_audio.mp3
34,"Finalmente, logré terminar el proyecto a tiempo.","Finally, I managed to finish the project on time.",./Sentences/Common Verbs 1 - 100/audio/34_Common Verbs 1 - 100_audio.mp3
35,Voy a planchar mi camisa para la reunión.,I'm going to iron my shirt for the meeting.,./Sentences/Common Verbs 1 - 100/audio/35_Common Verbs 1 - 100_audio.mp3
36,"Después de la cena, dimos una vuelta por el parque.","After dinner, we took a walk in the park.",./Sentences/Common Verbs 1 - 100/audio/36_Common Verbs 1 - 100_audio.mp3
37,A veces es necesario arriesgar para alcanzar el éxito.,Sometimes it's necessary to take risks to achieve success.,./Sentences/Common Verbs 1 - 100/audio/37_Common Verbs 1 - 100_audio.mp3
38,Logré hallar las llaves que había perdido.,I managed to find the keys I had lost.,./Sentences/Common Verbs 1 - 100/audio/38_Common Verbs 1 - 100_audio.mp3
39,Rezo todas las noches antes de dormir.,I pray every night before sleeping.,./Sentences/Common Verbs 1 - 100/audio/39_Common Verbs 1 - 100_audio.mp3
40,Cuida a tu hermanito mientras yo cocino la cena.,Take care of your little brother while I cook dinner.,./Sentences/Common Verbs 1 - 100/audio/40_Common Verbs 1 - 100_audio.mp3
41,Prefiero escoger la opción más saludable en el menú.,I prefer to choose the healthiest option on the menu.,./Sentences/Common Verbs 1 - 100/audio/41_Common Verbs 1 - 100_audio.mp3
42,"En invierno, suele nevar mucho en esta región.","In winter, it often snows a lot in this region.",./Sentences/Common Verbs 1 - 100/audio/42_Common Verbs 1 - 100_audio.mp3
43,"Después de casarse, decidieron mudarse a una casa más grande.","After getting married, they decided to move to a bigger house.",./Sentences/Common Verbs 1 - 100/audio/43_Common Verbs 1 - 100_audio.mp3
44,No quiero perder la oportunidad de viajar por el mundo.,I don't want to miss the opportunity to travel the world.,./Sentences/Common Verbs 1 - 100/audio/44_Common Verbs 1 - 100_audio.mp3
45,El cielo comenzó a tronar justo antes de la tormenta.,The sky started to thunder just before the storm.,./Sentences/Common Verbs 1 - 100/audio/45_Common Verbs 1 - 100_audio.mp3
46,Debes admitir tus errores y aprender de ellos.,You should admit your mistakes and learn from them.,./Sentences/Common Verbs 1 - 100/audio/46_Common Verbs 1 - 100_audio.mp3
47,"No puedes parquear en esa zona, es solo para residentes.","You can't park in that area, it's for residents only.",./Sentences/Common Verbs 1 - 100/audio/47_Common Verbs 1 - 100_audio.mp3
48,Es importante obedecer las reglas de tráfico para evitar accidentes.,It's important to obey the traffic rules to avoid accidents.,./Sentences/Common Verbs 1 - 100/audio/48_Common Verbs 1 - 100_audio.mp3
49,Voy a relatar la historia tal como la recuerdo.,I am going to narrate the story just as I remember it.,./Sentences/Common Verbs 1 - 100/audio/49_Common Verbs 1 - 100_audio.mp3
50,"Por favor, no empujes a la gente en la fila.",Please don't push people in line.,./Sentences/Common Verbs 1 - 100/audio/50_Common Verbs 1 - 100_audio.mp3
51,Decidí dejar de fumar para mejorar mi salud.,I decided to quit smoking to improve my health.,./Sentences/Common Verbs 1 - 100/audio/51_Common Verbs 1 - 100_audio.mp3
52,"No exageres, solo fue una pequeña discusión.","Don't exaggerate, it was just a small argument.",./Sentences/Common Verbs 1 - 100/audio/52_Common Verbs 1 - 100_audio.mp3
53,El periodista va a reportar en vivo desde el lugar del accidente.,The journalist is going to report live from the scene of the accident.,./Sentences/Common Verbs 1 - 100/audio/53_Common Verbs 1 - 100_audio.mp3
54,El mecánico va a cobrar por reparar el auto.,The mechanic is going to charge for repairing the car.,./Sentences/Common Verbs 1 - 100/audio/54_Common Verbs 1 - 100_audio.mp3
55,Vamos a salir a caminar por el parque esta tarde.,We are going to go for a walk in the park this afternoon.,./Sentences/Common Verbs 1 - 100/audio/55_Common Verbs 1 - 100_audio.mp3
56,"Lamentablemente, su abuelo acaba de morir.","Unfortunately, his grandfather just passed away.",./Sentences/Common Verbs 1 - 100/audio/56_Common Verbs 1 - 100_audio.mp3
57,Juro que nunca más volveré a mentirte.,I swear I will never lie to you again.,./Sentences/Common Verbs 1 - 100/audio/57_Common Verbs 1 - 100_audio.mp3
58,La banda va a ensayar la nueva canción antes del concierto.,The band is going to rehearse the new song before the concert.,./Sentences/Common Verbs 1 - 100/audio/58_Common Verbs 1 - 100_audio.mp3
59,Quisiera mencionar agradecimientos a todos los que nos apoyaron.,I would like to mention thanks to everyone who supported us.,./Sentences/Common Verbs 1 - 100/audio/59_Common Verbs 1 - 100_audio.mp3
60,"El perro intentó morder la pelota, pero se le escapó.","The dog tried to bite the ball, but it slipped away.",./Sentences/Common Verbs 1 - 100/audio/60_Common Verbs 1 - 100_audio.mp3
61,Los guardias deben vigilar la entrada las 24 horas del día.,The guards must watch the entrance 24 hours a day.,./Sentences/Common Verbs 1 - 100/audio/61_Common Verbs 1 - 100_audio.mp3
62,Ella observó las estrellas durante horas en la noche.,She observed the stars for hours at night.,./Sentences/Common Verbs 1 - 100/audio/62_Common Verbs 1 - 100_audio.mp3
63,"Después de mojarse en la lluvia, él empezó a enfermarse.","After getting wet in the rain, he started to get sick.",./Sentences/Common Verbs 1 - 100/audio/63_Common Verbs 1 - 100_audio.mp3
64,Te propongo que vayamos juntos al concierto este fin de semana.,I propose that we go together to the concert this weekend.,./Sentences/Common Verbs 1 - 100/audio/64_Common Verbs 1 - 100_audio.mp3
65,El bailarín hizo girar a su pareja en el escenario.,The dancer made his partner spin on stage.,./Sentences/Common Verbs 1 - 100/audio/65_Common Verbs 1 - 100_audio.mp3
66,No creo que quepa todo en esa pequeña caja.,I don't think everything will fit in that small box.,./Sentences/Common Verbs 1 - 100/audio/66_Common Verbs 1 - 100_audio.mp3
67,Ella movió la mesa para limpiar debajo.,She moved the table to clean underneath.,./Sentences/Common Verbs 1 - 100/audio/67_Common Verbs 1 - 100_audio.mp3
68,Fíjate bien en los detalles antes de tomar una decisión.,Pay close attention to the details before making a decision.,./Sentences/Common Verbs 1 - 100/audio/68_Common Verbs 1 - 100_audio.mp3
69,Voy a introducirte a mi amigo en la fiesta de esta noche.,I'm going to introduce you to my friend at tonight's party.,./Sentences/Common Verbs 1 - 100/audio/69_Common Verbs 1 - 100_audio.mp3
70,El concierto continuará a pesar de la lluvia.,The concert will continue despite the rain.,./Sentences/Common Verbs 1 - 100/audio/70_Common Verbs 1 - 100_audio.mp3
71,"Imploro que me perdones por lo que dije, no era mi intención ofenderte.","I beg for your forgiveness for what I said, it wasn't my intention to offend you.",./Sentences/Common Verbs 1 - 100/audio/71_Common Verbs 1 - 100_audio.mp3
72,"No te preocupes, no te perderás en la ciudad con este mapa.","Don't worry, you won't get lost in the city with this map.",./Sentences/Common Verbs 1 - 100/audio/72_Common Verbs 1 - 100_audio.mp3
73,"No te equivoques, esta es la dirección correcta.","Don't make a mistake, this is the right address.",./Sentences/Common Verbs 1 - 100/audio/73_Common Verbs 1 - 100_audio.mp3
74,Me gusta madrugar para ver el amanecer en la playa.,I like to get up early to watch the sunrise at the beach.,./Sentences/Common Verbs 1 - 100/audio/74_Common Verbs 1 - 100_audio.mp3
75,El entrenador le gritó al equipo para motivarlos a dar lo mejor.,The coach shouted at the team to motivate them to do their best.,./Sentences/Common Verbs 1 - 100/audio/75_Common Verbs 1 - 100_audio.mp3
76,Vamos a explorar el bosque y ver qué podemos encontrar.,Let's explore the forest and see what we can find.,./Sentences/Common Verbs 1 - 100/audio/76_Common Verbs 1 - 100_audio.mp3
77,El bombero logró salvar al gato del incendio.,The firefighter managed to save the cat from the fire.,./Sentences/Common Verbs 1 - 100/audio/77_Common Verbs 1 - 100_audio.mp3
78,"Ayúdame a cargar estas cajas al camión, por favor.","Help me load these boxes onto the truck, please.",./Sentences/Common Verbs 1 - 100/audio/78_Common Verbs 1 - 100_audio.mp3
79,"Ten cuidado al bajar las escaleras, están resbaladizas.","Be careful when going down the stairs, they are slippery.",./Sentences/Common Verbs 1 - 100/audio/79_Common Verbs 1 - 100_audio.mp3
80,La fiesta va a ocurrir en mi casa el sábado.,The party is going to take place at my house on Saturday.,./Sentences/Common Verbs 1 - 100/audio/80_Common Verbs 1 - 100_audio.mp3
81,"Después de dejar de fumar, mi amigo empezó a engordarse.","After quitting smoking, my friend started to gain weight.",./Sentences/Common Verbs 1 - 100/audio/81_Common Verbs 1 - 100_audio.mp3
82,No debes fingir ser alguien que no eres.,You should not pretend to be someone you are not.,./Sentences/Common Verbs 1 - 100/audio/82_Common Verbs 1 - 100_audio.mp3
83,El ladrón decidió huir cuando escuchó la sirena de la policía.,The thief decided to flee when he heard the police siren.,./Sentences/Common Verbs 1 - 100/audio/83_Common Verbs 1 - 100_audio.mp3
84,Vamos a cenar en ese restaurante italiano esta noche.,We are going to have dinner at that Italian restaurant tonight.,./Sentences/Common Verbs 1 - 100/audio/84_Common Verbs 1 - 100_audio.mp3
85,Ella me miró con una sonrisa en su rostro.,She looked at me with a smile on her face.,./Sentences/Common Verbs 1 - 100/audio/85_Common Verbs 1 - 100_audio.mp3
86,Todos debemos contribuir a proteger el medio ambiente.,We all must contribute to protecting the environment.,./Sentences/Common Verbs 1 - 100/audio/86_Common Verbs 1 - 100_audio.mp3
87,Mi abuela solía coser sus propias prendas de vestir.,My grandmother used to sew her own clothes.,./Sentences/Common Verbs 1 - 100/audio/87_Common Verbs 1 - 100_audio.mp3
88,"Después de caminar mucho, decidimos sentarnos en el parque.","After walking a lot, we decided to sit in the park.",./Sentences/Common Verbs 1 - 100/audio/88_Common Verbs 1 - 100_audio.mp3
89,Mi mejor amigo se llama Juan.,My best friend's name is Juan.,./Sentences/Common Verbs 1 - 100/audio/89_Common Verbs 1 - 100_audio.mp3
90,"Por favor, no olvides coger el correo antes de salir.",Please do not forget to pick up the mail before leaving.,./Sentences/Common Verbs 1 - 100/audio/90_Common Verbs 1 - 100_audio.mp3
91,Es importante masticar bien los alimentos antes de tragar.,It is important to chew food well before swallowing.,./Sentences/Common Verbs 1 - 100/audio/91_Common Verbs 1 - 100_audio.mp3
92,Mi hermano mayor aprendió a conducir cuando tenía dieciocho años.,My older brother learned to drive when he was eighteen.,./Sentences/Common Verbs 1 - 100/audio/92_Common Verbs 1 - 100_audio.mp3
93,"A pesar de los obstáculos, no debes desistir de tus sueños.","Despite the obstacles, you should not give up on your dreams.",./Sentences/Common Verbs 1 - 100/audio/93_Common Verbs 1 - 100_audio.mp3
94,Los ciudadanos decidieron luchar por sus derechos.,The citizens decided to fight for their rights.,./Sentences/Common Verbs 1 - 100/audio/94_Common Verbs 1 - 100_audio.mp3
95,Aprendí a patinar sobre hielo cuando era niño.,I learned to ice skate when I was a child.,./Sentences/Common Verbs 1 - 100/audio/95_Common Verbs 1 - 100_audio.mp3
96,"Por favor, pon el libro en la mesa.",Please put the book on the table.,./Sentences/Common Verbs 1 - 100/audio/96_Common Verbs 1 - 100_audio.mp3
97,Voy a tapar la olla para que la comida se cocine más rápido.,I am going to cover the pot so the food cooks faster.,./Sentences/Common Verbs 1 - 100/audio/97_Common Verbs 1 - 100_audio.mp3
98,No puedo suponer lo que piensas si no me lo dices.,I cannot assume what you think if you do not tell me.,./Sentences/Common Verbs 1 - 100/audio/98_Common Verbs 1 - 100_audio.mp3
99,Mi hermana pequeña le encanta cantar en el coro de la escuela.,My little sister loves to sing in the school choir.,./Sentences/Common Verbs 1 - 100/audio/99_Common Verbs 1 - 100_audio.mp3
