,Spanish,English,Audio
0,Suspirar es una forma de liberar el estrés.,Sighing is a way to release stress.,./Sentences/Common Verbs 301 - 400/audio/0_Common Verbs 301 - 400_audio.mp3
1,Los sueños pueden sonar muy reales.,Dreams can sound very real.,./Sentences/Common Verbs 301 - 400/audio/1_Common Verbs 301 - 400_audio.mp3
2,Insistir en la puntualidad es importante en el trabajo.,Insisting on punctuality is important in the workplace.,./Sentences/Common Verbs 301 - 400/audio/2_Common Verbs 301 - 400_audio.mp3
3,Me gusta vagar por el parque los domingos.,I like to wander around the park on Sundays.,./Sentences/Common Verbs 301 - 400/audio/3_Common Verbs 301 - 400_audio.mp3
4,Matar el tiempo con juegos de mesa es divertido.,Killing time with board games is fun.,./Sentences/Common Verbs 301 - 400/audio/4_Common Verbs 301 - 400_audio.mp3
5,Cuento con mi mejor amigo para apoyarme en los momentos difíciles.,I rely on my best friend to support me in tough times.,./Sentences/Common Verbs 301 - 400/audio/5_Common Verbs 301 - 400_audio.mp3
6,Opino que la educación es fundamental para el desarrollo personal.,I believe that education is fundamental for personal development.,./Sentences/Common Verbs 301 - 400/audio/6_Common Verbs 301 - 400_audio.mp3
7,A algunas personas les importa mucho su apariencia física.,Some people care a lot about their physical appearance.,./Sentences/Common Verbs 301 - 400/audio/7_Common Verbs 301 - 400_audio.mp3
8,Es importante retener la información clave durante el estudio.,It's important to retain key information during studying.,./Sentences/Common Verbs 301 - 400/audio/8_Common Verbs 301 - 400_audio.mp3
9,"No está bien pegar a los demás, es importante resolver los conflictos de manera pacífica.","It's not okay to hit others, it's important to resolve conflicts peacefully.",./Sentences/Common Verbs 301 - 400/audio/9_Common Verbs 301 - 400_audio.mp3
10,Los niños suelen saltar de alegría cuando reciben regalos.,Children often jump for joy when they receive gifts.,./Sentences/Common Verbs 301 - 400/audio/10_Common Verbs 301 - 400_audio.mp3
11,Estar en forma es importante para la salud.,Being in shape is important for health.,./Sentences/Common Verbs 301 - 400/audio/11_Common Verbs 301 - 400_audio.mp3
12,Se van a casar el próximo verano en la playa.,They are getting married next summer on the beach.,./Sentences/Common Verbs 301 - 400/audio/12_Common Verbs 301 - 400_audio.mp3
13,No deberías ignorar los consejos de tus padres.,You shouldn't ignore your parents' advice.,./Sentences/Common Verbs 301 - 400/audio/13_Common Verbs 301 - 400_audio.mp3
